demand_id,order_id,sector,service_line,account,skill,role_level,city,positions_required,week_number,positions_fulfilled_cum,positions_remaining
DEM-000041,ORD-00072,Health,TS - EA,River Holdings 11,QA,L3,Kolkata,0,1,0,0
DEM-000041,ORD-00072,Health,TS - EA,River Holdings 11,QA,L3,Kolkata,0,2,0,0
DEM-000041,ORD-00072,Health,TS - EA,River Holdings 11,QA,L3,Kolkata,0,3,0,0
DEM-000041,ORD-00072,Health,TS - EA,River Holdings 11,QA,L3,Kolkata,0,4,0,0
DEM-000041,ORD-00072,Health,TS - EA,River Holdings 11,QA,L3,Kolkata,0,5,0,0
DEM-000041,ORD-00072,Health,TS - EA,River Holdings 11,QA,L3,Kolkata,0,6,0,0
DEM-000041,ORD-00072,Health,TS - EA,River Holdings 11,QA,L3,Kolkata,0,7,0,0
DEM-000041,ORD-00072,Health,TS - EA,River Holdings 11,QA,L3,Kolkata,0,8,0,0
DEM-000041,ORD-00072,Health,TS - EA,River Holdings 11,QA,L3,Kolkata,0,9,0,0
DEM-000041,ORD-00072,Health,TS - EA,River Holdings 11,QA,L3,Kolkata,0,10,0,0
DEM-000041,ORD-00072,Health,TS - EA,River Holdings 11,QA,L3,Kolkata,0,11,0,0
DEM-000041,ORD-00072,Health,TS - EA,River Holdings 11,QA,L3,Kolkata,0,12,0,0
DEM-000041,ORD-00072,Health,TS - EA,River Holdings 11,QA,L3,Kolkata,0,13,0,0
DEM-000042,ORD-00072,Health,TS - EA,River Holdings 11,AWS,L1,Mumbai,1,1,0,1
DEM-000042,ORD-00072,Health,TS - EA,River Holdings 11,AWS,L1,Mumbai,1,2,0,1
DEM-000042,ORD-00072,Health,TS - EA,River Holdings 11,AWS,L1,Mumbai,1,3,0,1
DEM-000042,ORD-00072,Health,TS - EA,River Holdings 11,AWS,L1,Mumbai,1,4,0,1
DEM-000042,ORD-00072,Health,TS - EA,River Holdings 11,AWS,L1,Mumbai,1,5,0,1
DEM-000042,ORD-00072,Health,TS - EA,River Holdings 11,AWS,L1,Mumbai,1,6,0,1
DEM-000042,ORD-00072,Health,TS - EA,River Holdings 11,AWS,L1,Mumbai,1,7,0,1
DEM-000042,ORD-00072,Health,TS - EA,River Holdings 11,AWS,L1,Mumbai,1,8,0,1
DEM-000042,ORD-00072,Health,TS - EA,River Holdings 11,AWS,L1,Mumbai,1,9,0,1
DEM-000042,ORD-00072,Health,TS - EA,River Holdings 11,AWS,L1,Mumbai,1,10,1,0
DEM-000042,ORD-00072,Health,TS - EA,River Holdings 11,AWS,L1,Mumbai,1,11,1,0
DEM-000042,ORD-00072,Health,TS - EA,River Holdings 11,AWS,L1,Mumbai,1,12,1,0
DEM-000042,ORD-00072,Health,TS - EA,River Holdings 11,AWS,L1,Mumbai,1,13,1,0
DEM-000043,ORD-00072,Health,TS - EA,River Holdings 11,QA,L2,Bengaluru,1,1,0,1
DEM-000043,ORD-00072,Health,TS - EA,River Holdings 11,QA,L2,Bengaluru,1,2,0,1
DEM-000043,ORD-00072,Health,TS - EA,River Holdings 11,QA,L2,Bengaluru,1,3,0,1
DEM-000043,ORD-00072,Health,TS - EA,River Holdings 11,QA,L2,Bengaluru,1,4,0,1
DEM-000043,ORD-00072,Health,TS - EA,River Holdings 11,QA,L2,Bengaluru,1,5,0,1
DEM-000043,ORD-00072,Health,TS - EA,River Holdings 11,QA,L2,Bengaluru,1,6,0,1
DEM-000043,ORD-00072,Health,TS - EA,River Holdings 11,QA,L2,Bengaluru,1,7,1,0
DEM-000043,ORD-00072,Health,TS - EA,River Holdings 11,QA,L2,Bengaluru,1,8,1,0
DEM-000043,ORD-00072,Health,TS - EA,River Holdings 11,QA,L2,Bengaluru,1,9,1,0
DEM-000043,ORD-00072,Health,TS - EA,River Holdings 11,QA,L2,Bengaluru,1,10,1,0
DEM-000043,ORD-00072,Health,TS - EA,River Holdings 11,QA,L2,Bengaluru,1,11,1,0
DEM-000043,ORD-00072,Health,TS - EA,River Holdings 11,QA,L2,Bengaluru,1,12,1,0
DEM-000043,ORD-00072,Health,TS - EA,River Holdings 11,QA,L2,Bengaluru,1,13,1,0
DEM-000044,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,DevOps,L2,Kolkata,1,1,0,1
DEM-000044,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,DevOps,L2,Kolkata,1,2,0,1
DEM-000044,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,DevOps,L2,Kolkata,1,3,0,1
DEM-000044,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,DevOps,L2,Kolkata,1,4,0,1
DEM-000044,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,DevOps,L2,Kolkata,1,5,0,1
DEM-000044,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,DevOps,L2,Kolkata,1,6,0,1
DEM-000044,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,DevOps,L2,Kolkata,1,7,0,1
DEM-000044,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,DevOps,L2,Kolkata,1,8,0,1
DEM-000044,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,DevOps,L2,Kolkata,1,9,0,1
DEM-000044,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,DevOps,L2,Kolkata,1,10,1,0
DEM-000044,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,DevOps,L2,Kolkata,1,11,1,0
DEM-000044,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,DevOps,L2,Kolkata,1,12,1,0
DEM-000044,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,DevOps,L2,Kolkata,1,13,1,0
DEM-000045,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,Python,L5,Pune,1,1,0,1
DEM-000045,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,Python,L5,Pune,1,2,0,1
DEM-000045,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,Python,L5,Pune,1,3,0,1
DEM-000045,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,Python,L5,Pune,1,4,0,1
DEM-000045,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,Python,L5,Pune,1,5,0,1
DEM-000045,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,Python,L5,Pune,1,6,0,1
DEM-000045,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,Python,L5,Pune,1,7,0,1
DEM-000045,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,Python,L5,Pune,1,8,1,0
DEM-000045,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,Python,L5,Pune,1,9,1,0
DEM-000045,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,Python,L5,Pune,1,10,1,0
DEM-000045,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,Python,L5,Pune,1,11,1,0
DEM-000045,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,Python,L5,Pune,1,12,1,0
DEM-000045,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,Python,L5,Pune,1,13,1,0
DEM-000046,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,AWS,L1,Remote-US,1,1,0,1
DEM-000046,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,AWS,L1,Remote-US,1,2,0,1
DEM-000046,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,AWS,L1,Remote-US,1,3,0,1
DEM-000046,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,AWS,L1,Remote-US,1,4,0,1
DEM-000046,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,AWS,L1,Remote-US,1,5,0,1
DEM-000046,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,AWS,L1,Remote-US,1,6,0,1
DEM-000046,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,AWS,L1,Remote-US,1,7,0,1
DEM-000046,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,AWS,L1,Remote-US,1,8,0,1
DEM-000046,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,AWS,L1,Remote-US,1,9,0,1
DEM-000046,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,AWS,L1,Remote-US,1,10,0,1
DEM-000046,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,AWS,L1,Remote-US,1,11,1,0
DEM-000046,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,AWS,L1,Remote-US,1,12,1,0
DEM-000046,ORD-00075,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,AWS,L1,Remote-US,1,13,1,0
DEM-000047,ORD-00079,Tech - New Age,TS - EA,Nimbus Foods 13,Python,L1,Hyderabad,1,1,0,1
DEM-000047,ORD-00079,Tech - New Age,TS - EA,Nimbus Foods 13,Python,L1,Hyderabad,1,2,0,1
DEM-000047,ORD-00079,Tech - New Age,TS - EA,Nimbus Foods 13,Python,L1,Hyderabad,1,3,0,1
DEM-000047,ORD-00079,Tech - New Age,TS - EA,Nimbus Foods 13,Python,L1,Hyderabad,1,4,0,1
DEM-000047,ORD-00079,Tech - New Age,TS - EA,Nimbus Foods 13,Python,L1,Hyderabad,1,5,0,1
DEM-000047,ORD-00079,Tech - New Age,TS - EA,Nimbus Foods 13,Python,L1,Hyderabad,1,6,0,1
DEM-000047,ORD-00079,Tech - New Age,TS - EA,Nimbus Foods 13,Python,L1,Hyderabad,1,7,0,1
DEM-000047,ORD-00079,Tech - New Age,TS - EA,Nimbus Foods 13,Python,L1,Hyderabad,1,8,0,1
DEM-000047,ORD-00079,Tech - New Age,TS - EA,Nimbus Foods 13,Python,L1,Hyderabad,1,9,0,1
DEM-000047,ORD-00079,Tech - New Age,TS - EA,Nimbus Foods 13,Python,L1,Hyderabad,1,10,0,1
DEM-000047,ORD-00079,Tech - New Age,TS - EA,Nimbus Foods 13,Python,L1,Hyderabad,1,11,1,0
DEM-000047,ORD-00079,Tech - New Age,TS - EA,Nimbus Foods 13,Python,L1,Hyderabad,1,12,1,0
DEM-000047,ORD-00079,Tech - New Age,TS - EA,Nimbus Foods 13,Python,L1,Hyderabad,1,13,1,0
DEM-000048,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L2,Kolkata,0,1,0,0
DEM-000048,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L2,Kolkata,0,2,0,0
DEM-000048,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L2,Kolkata,0,3,0,0
DEM-000048,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L2,Kolkata,0,4,0,0
DEM-000048,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L2,Kolkata,0,5,0,0
DEM-000048,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L2,Kolkata,0,6,0,0
DEM-000048,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L2,Kolkata,0,7,0,0
DEM-000048,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L2,Kolkata,0,8,0,0
DEM-000048,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L2,Kolkata,0,9,0,0
DEM-000048,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L2,Kolkata,0,10,0,0
DEM-000048,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L2,Kolkata,0,11,0,0
DEM-000048,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L2,Kolkata,0,12,0,0
DEM-000048,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L2,Kolkata,0,13,0,0
DEM-000049,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L1,Pune,1,1,0,1
DEM-000049,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L1,Pune,1,2,0,1
DEM-000049,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L1,Pune,1,3,0,1
DEM-000049,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L1,Pune,1,4,0,1
DEM-000049,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L1,Pune,1,5,0,1
DEM-000049,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L1,Pune,1,6,0,1
DEM-000049,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L1,Pune,1,7,0,1
DEM-000049,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L1,Pune,1,8,1,0
DEM-000049,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L1,Pune,1,9,1,0
DEM-000049,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L1,Pune,1,10,1,0
DEM-000049,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L1,Pune,1,11,1,0
DEM-000049,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L1,Pune,1,12,1,0
DEM-000049,ORD-00082,Tech - New Age,TS - TTMS,Nimbus Foods 13,DevOps,L1,Pune,1,13,1,0
DEM-000050,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L1,Bengaluru,4,1,0,4
DEM-000050,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L1,Bengaluru,4,2,0,4
DEM-000050,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L1,Bengaluru,4,3,0,4
DEM-000050,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L1,Bengaluru,4,4,0,4
DEM-000050,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L1,Bengaluru,4,5,0,4
DEM-000050,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L1,Bengaluru,4,6,1,3
DEM-000050,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L1,Bengaluru,4,7,1,3
DEM-000050,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L1,Bengaluru,4,8,2,2
DEM-000050,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L1,Bengaluru,4,9,3,1
DEM-000050,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L1,Bengaluru,4,10,3,1
DEM-000050,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L1,Bengaluru,4,11,4,0
DEM-000050,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L1,Bengaluru,4,12,4,0
DEM-000050,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L1,Bengaluru,4,13,4,0
DEM-000051,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L4,Chennai,1,1,0,1
DEM-000051,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L4,Chennai,1,2,0,1
DEM-000051,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L4,Chennai,1,3,0,1
DEM-000051,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L4,Chennai,1,4,0,1
DEM-000051,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L4,Chennai,1,5,0,1
DEM-000051,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L4,Chennai,1,6,0,1
DEM-000051,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L4,Chennai,1,7,1,0
DEM-000051,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L4,Chennai,1,8,1,0
DEM-000051,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L4,Chennai,1,9,1,0
DEM-000051,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L4,Chennai,1,10,1,0
DEM-000051,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L4,Chennai,1,11,1,0
DEM-000051,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L4,Chennai,1,12,1,0
DEM-000051,ORD-00084,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,Mulesoft,L4,Chennai,1,13,1,0
DEM-000052,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,Cybersecurity,L2,Pune,0,1,0,0
DEM-000052,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,Cybersecurity,L2,Pune,0,2,0,0
DEM-000052,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,Cybersecurity,L2,Pune,0,3,0,0
DEM-000052,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,Cybersecurity,L2,Pune,0,4,0,0
DEM-000052,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,Cybersecurity,L2,Pune,0,5,0,0
DEM-000052,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,Cybersecurity,L2,Pune,0,6,0,0
DEM-000052,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,Cybersecurity,L2,Pune,0,7,0,0
DEM-000052,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,Cybersecurity,L2,Pune,0,8,0,0
DEM-000052,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,Cybersecurity,L2,Pune,0,9,0,0
DEM-000052,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,Cybersecurity,L2,Pune,0,10,0,0
DEM-000052,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,Cybersecurity,L2,Pune,0,11,0,0
DEM-000052,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,Cybersecurity,L2,Pune,0,12,0,0
DEM-000052,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,Cybersecurity,L2,Pune,0,13,0,0
DEM-000053,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,AI/ML,L2,Remote-EU,1,1,0,1
DEM-000053,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,AI/ML,L2,Remote-EU,1,2,0,1
DEM-000053,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,AI/ML,L2,Remote-EU,1,3,0,1
DEM-000053,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,AI/ML,L2,Remote-EU,1,4,0,1
DEM-000053,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,AI/ML,L2,Remote-EU,1,5,0,1
DEM-000053,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,AI/ML,L2,Remote-EU,1,6,0,1
DEM-000053,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,AI/ML,L2,Remote-EU,1,7,1,0
DEM-000053,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,AI/ML,L2,Remote-EU,1,8,1,0
DEM-000053,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,AI/ML,L2,Remote-EU,1,9,1,0
DEM-000053,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,AI/ML,L2,Remote-EU,1,10,1,0
DEM-000053,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,AI/ML,L2,Remote-EU,1,11,1,0
DEM-000053,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,AI/ML,L2,Remote-EU,1,12,1,0
DEM-000053,ORD-00086,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,AI/ML,L2,Remote-EU,1,13,1,0
DEM-000054,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Mulesoft,L3,Chennai,0,1,0,0
DEM-000054,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Mulesoft,L3,Chennai,0,2,0,0
DEM-000054,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Mulesoft,L3,Chennai,0,3,0,0
DEM-000054,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Mulesoft,L3,Chennai,0,4,0,0
DEM-000054,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Mulesoft,L3,Chennai,0,5,0,0
DEM-000054,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Mulesoft,L3,Chennai,0,6,0,0
DEM-000054,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Mulesoft,L3,Chennai,0,7,0,0
DEM-000054,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Mulesoft,L3,Chennai,0,8,0,0
DEM-000054,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Mulesoft,L3,Chennai,0,9,0,0
DEM-000054,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Mulesoft,L3,Chennai,0,10,0,0
DEM-000054,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Mulesoft,L3,Chennai,0,11,0,0
DEM-000054,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Mulesoft,L3,Chennai,0,12,0,0
DEM-000054,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Mulesoft,L3,Chennai,0,13,0,0
DEM-000055,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Python,L3,Bengaluru,1,1,0,1
DEM-000055,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Python,L3,Bengaluru,1,2,0,1
DEM-000055,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Python,L3,Bengaluru,1,3,0,1
DEM-000055,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Python,L3,Bengaluru,1,4,0,1
DEM-000055,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Python,L3,Bengaluru,1,5,0,1
DEM-000055,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Python,L3,Bengaluru,1,6,0,1
DEM-000055,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Python,L3,Bengaluru,1,7,0,1
DEM-000055,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Python,L3,Bengaluru,1,8,1,0
DEM-000055,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Python,L3,Bengaluru,1,9,1,0
DEM-000055,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Python,L3,Bengaluru,1,10,1,0
DEM-000055,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Python,L3,Bengaluru,1,11,1,0
DEM-000055,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Python,L3,Bengaluru,1,12,1,0
DEM-000055,ORD-00090,Health,WC - Consulting,Stratus Systems 15,Python,L3,Bengaluru,1,13,1,0
DEM-000056,ORD-00092,Health,TS - CRS,Stratus Systems 15,Data Engineering,L2,Mumbai,4,1,0,4
DEM-000056,ORD-00092,Health,TS - CRS,Stratus Systems 15,Data Engineering,L2,Mumbai,4,2,0,4
DEM-000056,ORD-00092,Health,TS - CRS,Stratus Systems 15,Data Engineering,L2,Mumbai,4,3,0,4
DEM-000056,ORD-00092,Health,TS - CRS,Stratus Systems 15,Data Engineering,L2,Mumbai,4,4,0,4
DEM-000056,ORD-00092,Health,TS - CRS,Stratus Systems 15,Data Engineering,L2,Mumbai,4,5,0,4
DEM-000056,ORD-00092,Health,TS - CRS,Stratus Systems 15,Data Engineering,L2,Mumbai,4,6,1,3
DEM-000056,ORD-00092,Health,TS - CRS,Stratus Systems 15,Data Engineering,L2,Mumbai,4,7,1,3
DEM-000056,ORD-00092,Health,TS - CRS,Stratus Systems 15,Data Engineering,L2,Mumbai,4,8,2,2
DEM-000056,ORD-00092,Health,TS - CRS,Stratus Systems 15,Data Engineering,L2,Mumbai,4,9,3,1
DEM-000056,ORD-00092,Health,TS - CRS,Stratus Systems 15,Data Engineering,L2,Mumbai,4,10,3,1
DEM-000056,ORD-00092,Health,TS - CRS,Stratus Systems 15,Data Engineering,L2,Mumbai,4,11,4,0
DEM-000056,ORD-00092,Health,TS - CRS,Stratus Systems 15,Data Engineering,L2,Mumbai,4,12,4,0
DEM-000056,ORD-00092,Health,TS - CRS,Stratus Systems 15,Data Engineering,L2,Mumbai,4,13,4,0
DEM-000057,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L4,Remote-US,-1,1,-1,0
DEM-000057,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L4,Remote-US,-1,2,-1,0
DEM-000057,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L4,Remote-US,-1,3,-1,0
DEM-000057,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L4,Remote-US,-1,4,-1,0
DEM-000057,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L4,Remote-US,-1,5,-1,0
DEM-000057,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L4,Remote-US,-1,6,-1,0
DEM-000057,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L4,Remote-US,-1,7,-1,0
DEM-000057,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L4,Remote-US,-1,8,-1,0
DEM-000057,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L4,Remote-US,-1,9,-1,0
DEM-000057,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L4,Remote-US,-1,10,-1,0
DEM-000057,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L4,Remote-US,-1,11,-1,0
DEM-000057,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L4,Remote-US,-1,12,-1,0
DEM-000057,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L4,Remote-US,-1,13,-1,0
DEM-000058,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L3,Gurugram,1,1,0,1
DEM-000058,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L3,Gurugram,1,2,0,1
DEM-000058,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L3,Gurugram,1,3,0,1
DEM-000058,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L3,Gurugram,1,4,0,1
DEM-000058,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L3,Gurugram,1,5,0,1
DEM-000058,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L3,Gurugram,1,6,0,1
DEM-000058,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L3,Gurugram,1,7,0,1
DEM-000058,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L3,Gurugram,1,8,1,0
DEM-000058,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L3,Gurugram,1,9,1,0
DEM-000058,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L3,Gurugram,1,10,1,0
DEM-000058,ORD-00096,Consumer,Engineering,Nova Labs 16,QA,L3,Gurugram,1,11,1,0
