quarter_id,sector,service_line,account,people_start_of_quarter,people_end_of_quarter,quarterly_revenue_usd
2024Q3,Consumer,TS - CIS,Zenith Gaming 26,419,379,11397180.703304045
2024Q3,Consumer,BPS,Zenith Gaming 26,636,648,11444949.682186874
2024Q3,Consumer,TS - ICD,Zenith Gaming 26,497,527,15352618.666041555
2024Q3,Health,TS - CIS,River Health 27,103,93,2841727.078998238
2024Q3,Health,TS - ICD,River Health 27,201,201,4382533.112105645
2024Q3,Health,BPS,River Health 27,142,144,1707906.5529090094
2024Q3,Communications,TS - ICD,Synergy Logistics 28,236,232,6419245.778819892
2024Q3,Communications,TS - EA,Synergy Logistics 28,152,135,4304902.381814466
2024Q3,Communications,TS - CRS,Synergy Logistics 28,158,155,3402004.2637970406
2024Q3,Communications,TS - DAAI,Synergy Logistics 28,275,270,8212840.013769859
2024Q3,Communications,TS - EA,Crown Consulting 29,750,743,17259655.9691668
2024Q3,Communications,TS - CIS,Crown Consulting 29,685,662,22264237.182216484
2024Q3,Communications,Engineering,Crown Consulting 29,331,322,7285365.282755426
2024Q3,Tech - New Age,BPS,Jade Telecom 30,179,179,3871021.2165299025
2024Q3,Tech - New Age,TS - CRS,Jade Telecom 30,113,116,2192608.465589217
2024Q3,Tech - New Age,TS - ICD,Jade Telecom 30,179,176,3537065.6815289096
2024Q3,Tech - New Age,WC - Consulting,Summit Holdings 31,106,103,4181201.6172749223
2024Q3,Tech - New Age,TS - DAAI,Summit Holdings 31,245,246,6572055.441220593
2024Q3,Tech - Software and Gaming,TS - TTMS,Willow Retail 32,124,110,2947038.7458493863
2024Q3,Tech - Software and Gaming,WC - Consulting,Willow Retail 32,126,130,3620803.28791052
2024Q3,Consumer,TS - CIS,Blue Foods 33,201,201,5565556.762471938
2024Q3,Consumer,BPS,Blue Foods 33,170,170,3832516.0561816413
2024Q3,Consumer,TS - CRS,Blue Foods 33,143,151,3157174.3547799173
2024Q3,Consumer,TS - TTMS,Blue Foods 33,249,220,4376105.198404873
2024Q3,Health,TS - DAAI,Nova Capital 34,556,490,14245175.72441955
2024Q3,Health,Engineering,Nova Capital 34,531,540,16675095.60117318
2024Q3,Health,BPS,Nova Capital 34,468,468,10698312.632561732
2024Q3,Health,TS - CRS,Nova Capital 34,426,430,8278964.260355242
2024Q3,Health,TS - CRS,Crown Foods 35,224,218,4306695.662945791
2024Q3,Health,BPS,Crown Foods 35,114,119,2174029.764808984
2024Q3,Health,TS - CIS,Crown Foods 35,164,173,3614518.3416110505
2024Q3,Consumer,TS - EA,Cobalt Health 36,293,302,6444393.771133535
2024Q3,Consumer,BPS,Cobalt Health 36,103,101,1817049.0608931168
2024Q3,Consumer,WC - Consulting,Cobalt Health 36,85,74,2104710.7677415824
2024Q3,Communications,BPS,Matrix Mobility 37,273,286,5659539.189345937
2024Q3,Communications,TS - ICD,Matrix Mobility 37,388,416,10330860.656208798
2024Q3,Communications,TS - DAAI,Matrix Mobility 37,157,163,4973427.128679339
2024Q3,Communications,Engineering,Matrix Mobility 37,84,80,2276716.537719868
2024Q3,Health,WC - Consulting,Orion Telecom 38,172,179,5018182.565602498
2024Q3,Health,TS - DAAI,Orion Telecom 38,169,178,4697261.033979644
2024Q3,Health,TS - CIS,Orion Telecom 38,174,190,3462054.5272418507
2024Q3,Health,TS - EA,Orion Telecom 38,124,117,2900234.8876098427
2024Q3,Consumer,TS - CRS,Falcon Telecom 39,252,249,4536095.530362029
2024Q3,Consumer,TS - CIS,Falcon Telecom 39,186,194,4440115.446106537
2024Q3,Tech - New Age,Engineering,Lumina Holdings 40,113,113,2890711.0297549437
2024Q3,Tech - New Age,TS - CRS,Lumina Holdings 40,201,188,5802694.503243787
2024Q3,Tech - New Age,TS - TTMS,Lumina Holdings 40,313,321,5563088.02308637
2024Q3,Tech - New Age,BPS,Lumina Holdings 40,156,161,3055889.916488796
2024Q3,Health,TS - DAAI,Vertex Mobility 41,150,151,5027733.427523869
2024Q3,Health,Engineering,Vertex Mobility 41,181,183,4762026.061577805
2024Q3,Tech - Software and Gaming,BPS,Willow Retail 42,664,654,11364742.331594054
2024Q3,Tech - Software and Gaming,TS - ICD,Willow Retail 42,279,304,5268371.82435925
2024Q3,Tech - New Age,TS - CIS,Titan Labs 43,622,588,12334286.597117541
2024Q3,Tech - New Age,TS - CRS,Titan Labs 43,522,504,11393693.23142413
2024Q3,Tech - New Age,Engineering,Titan Labs 43,1125,1126,33810251.22206576
2024Q3,Consumer,TS - CIS,River Foods 44,161,169,2967422.2570618046
2024Q3,Consumer,TS - ICD,River Foods 44,243,221,7067250.149067296
2024Q3,Tech - Software and Gaming,TS - TTMS,Falcon Gaming 45,114,105,2795176.4790318445
2024Q3,Tech - Software and Gaming,TS - CRS,Falcon Gaming 45,210,184,4876046.36237378
2024Q3,Tech - Software and Gaming,Engineering,Falcon Gaming 45,192,192,5769168.681351261
2024Q3,Tech - Software and Gaming,WC - Consulting,Falcon Gaming 45,149,139,3635963.8839561883
2024Q4,Tech - New Age,TS - EA,Umbra Health 01,156,158,4691118.461511324
2024Q4,Tech - New Age,TS - DAAI,Umbra Health 01,346,356,8908790.523680804
2024Q4,Tech - New Age,WC - Consulting,Umbra Health 01,206,203,5975236.998867922
2024Q4,Health,TS - CIS,Apex Mobility 02,185,186,4640989.87490684
2024Q4,Health,TS - CRS,Apex Mobility 02,292,294,7835499.635964284
2024Q4,Health,Engineering,Apex Mobility 02,167,169,4506408.982752831
2024Q4,Health,WC - Consulting,Apex Mobility 02,135,141,3567436.1521869674
2024Q4,Tech - Software and Gaming,Engineering,Horizon Foods 03,149,154,3966846.3280622074
2024Q4,Tech - Software and Gaming,TS - EA,Horizon Foods 03,199,200,6796769.21466644
2024Q4,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,99,94,2316220.240396099
2024Q4,Tech - New Age,TS - CIS,Ever Health 04,750,753,14367111.704567013
2024Q4,Tech - New Age,WC - Consulting,Ever Health 04,541,540,16101761.21755307
2024Q4,Tech - New Age,TS - EA,Ever Health 04,979,990,20133147.850013632
2024Q4,Tech - New Age,TS - TTMS,Ever Health 04,222,251,5927051.197457141
2024Q4,Communications,TS - TTMS,Vertex Consulting 05,125,121,3075377.584723016
2024Q4,Communications,TS - ICD,Vertex Consulting 05,94,96,2185518.9952716557
2024Q4,Tech - Software and Gaming,TS - ICD,Crown Software 06,395,420,9268475.03031269
2024Q4,Tech - Software and Gaming,TS - DAAI,Crown Software 06,693,697,19948661.20652566
2024Q4,Tech - Software and Gaming,TS - CIS,Crown Software 06,636,725,14731268.86463705
2024Q4,Tech - Software and Gaming,TS - EA,Crown Software 06,537,525,13731090.16956061
2024Q4,Tech - New Age,TS - EA,Blue Systems 07,170,173,4859844.464236192
2024Q4,Tech - New Age,Engineering,Blue Systems 07,207,197,5832656.083374379
2024Q4,Tech - New Age,TS - CRS,Blue Systems 07,123,120,2635106.205659204
2024Q4,Tech - New Age,TS - CIS,Blue Systems 07,204,207,5166911.048995436
2024Q4,Tech - New Age,TS - DAAI,Crown Holdings 08,284,298,6203359.901572842
2024Q4,Tech - New Age,WC - Consulting,Crown Holdings 08,227,231,5364885.42380008
2024Q4,Communications,Engineering,Horizon Aerospace 09,207,223,4415211.26594615
2024Q4,Communications,WC - Consulting,Horizon Aerospace 09,243,242,6807164.280372675
2024Q4,Health,TS - EA,Titan Systems 10,406,398,13229854.4560603
2024Q4,Health,Engineering,Titan Systems 10,163,189,5735422.032426858
2024Q4,Health,TS - CRS,Titan Systems 10,177,181,2877484.1878286093
2024Q4,Health,TS - CIS,River Holdings 11,145,139,3790911.615290388
2024Q4,Health,WC - Consulting,River Holdings 11,140,134,4762545.542240641
2024Q4,Health,TS - EA,River Holdings 11,139,131,2993301.5062456895
2024Q4,Tech - Software and Gaming,TS - CRS,Willow Consulting 12,129,136,3055087.16436106
2024Q4,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,162,158,2726433.3939825944
2024Q4,Tech - New Age,WC - Consulting,Nimbus Foods 13,213,215,6436177.161417005
2024Q4,Tech - New Age,TS - EA,Nimbus Foods 13,203,202,4310432.737977519
2024Q4,Tech - New Age,TS - DAAI,Nimbus Foods 13,165,172,4657947.658836937
2024Q4,Tech - New Age,TS - TTMS,Nimbus Foods 13,218,207,3759691.6211543335
2024Q4,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,252,236,8296764.279367975
2024Q4,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,172,174,4884661.426956275
2024Q4,Health,BPS,Stratus Systems 15,114,118,2035020.0772723402
2024Q4,Health,WC - Consulting,Stratus Systems 15,217,221,5631337.520097467
2024Q4,Health,TS - CRS,Stratus Systems 15,163,155,3171980.9293253454
2024Q4,Consumer,BPS,Nova Labs 16,91,95,1663621.1201650656
2024Q4,Consumer,Engineering,Nova Labs 16,144,138,4267945.487306876
2024Q4,Health - UHG,TS - EA,Willow Software 17,211,204,4295634.483143426
2024Q4,Health - UHG,TS - CRS,Willow Software 17,121,114,3195164.723860969
2024Q4,Communications,TS - CIS,Keystone Mobility 18,212,229,4422143.135081928
2024Q4,Communications,BPS,Keystone Mobility 18,84,87,1473437.7273506396
2024Q4,Communications,TS - EA,Keystone Mobility 18,319,331,7266400.4659793265
2024Q4,Communications,TS - CRS,Keystone Mobility 18,259,278,7428680.5742514925
2024Q4,Tech - Software and Gaming,TS - ICD,Ever Holdings 19,490,573,12100310.262582595
2024Q4,Tech - Software and Gaming,TS - CRS,Ever Holdings 19,665,597,14591514.777046926
2024Q4,Tech - Software and Gaming,Engineering,Ever Holdings 19,247,236,7216043.432563188
2024Q4,Tech - Software and Gaming,WC - Consulting,Ever Holdings 19,462,445,9882942.883483475
2024Q4,Health - UHG,WC - Consulting,Nova Energy 20,167,158,4998692.980485977
2024Q4,Health - UHG,TS - EA,Nova Energy 20,134,125,3490377.077282942
2024Q4,Tech - New Age,TS - TTMS,Delta Retail 21,219,215,4144022.0732378988
2024Q4,Tech - New Age,TS - CIS,Delta Retail 21,381,353,9521835.151483225
2024Q4,Consumer,TS - EA,Matrix Health 22,145,148,2921014.511621643
2024Q4,Consumer,TS - CIS,Matrix Health 22,126,126,3564192.577133294
2024Q4,Consumer,TS - ICD,Matrix Health 22,160,165,4447390.834819269
2024Q4,Tech - Software and Gaming,TS - CRS,Lumina Telecom 23,280,289,4649955.465157178
2024Q4,Tech - Software and Gaming,TS - CIS,Lumina Telecom 23,123,127,3446449.0025173984
2024Q4,Tech - Software and Gaming,TS - TTMS,Titan Mobility 24,180,176,2387314.331939865
2024Q4,Tech - Software and Gaming,TS - CRS,Titan Mobility 24,330,372,7063613.444679653
2024Q4,Tech - New Age,TS - TTMS,Stratus Networks 25,259,263,7245015.385221604
2024Q4,Tech - New Age,TS - DAAI,Stratus Networks 25,450,400,11494468.574169632
2024Q4,Consumer,TS - TTMS,Zenith Gaming 26,396,372,7679802.491926944
2024Q4,Consumer,TS - CIS,Zenith Gaming 26,523,468,10016809.924653176
2024Q4,Consumer,BPS,Zenith Gaming 26,758,759,14324271.720817173
2024Q4,Consumer,TS - ICD,Zenith Gaming 26,595,591,9854518.859418252
2024Q4,Health,TS - CIS,River Health 27,102,99,2831153.652553949
2024Q4,Health,TS - ICD,River Health 27,191,214,4488961.746764717
2024Q4,Health,BPS,River Health 27,102,105,1980431.4584314148
2024Q4,Communications,TS - ICD,Synergy Logistics 28,247,258,5397536.95029549
2024Q4,Communications,TS - EA,Synergy Logistics 28,140,132,3423174.6231498783
2024Q4,Communications,TS - CRS,Synergy Logistics 28,122,115,3723229.3187750755
2024Q4,Communications,TS - DAAI,Synergy Logistics 28,286,287,7964885.678333848
2024Q4,Communications,TS - EA,Crown Consulting 29,811,819,15989358.286053175
2024Q4,Communications,TS - CIS,Crown Consulting 29,693,616,15608742.093219208
2024Q4,Communications,Engineering,Crown Consulting 29,323,320,7441001.797839662
2024Q4,Tech - New Age,BPS,Jade Telecom 30,173,173,4228566.323162819
2024Q4,Tech - New Age,TS - CRS,Jade Telecom 30,129,127,2321888.3485100106
2024Q4,Tech - New Age,TS - ICD,Jade Telecom 30,180,171,5207881.467438819
2024Q4,Tech - New Age,WC - Consulting,Summit Holdings 31,127,123,3336261.143272363
2024Q4,Tech - New Age,TS - DAAI,Summit Holdings 31,238,235,5779822.9160873005
2024Q4,Tech - Software and Gaming,TS - TTMS,Willow Retail 32,117,118,2362978.569821011
2024Q4,Tech - Software and Gaming,WC - Consulting,Willow Retail 32,114,118,3119308.5722038327
2024Q4,Consumer,TS - CIS,Blue Foods 33,194,207,4701349.458048006
2024Q4,Consumer,BPS,Blue Foods 33,155,152,3189517.328626278
2024Q4,Consumer,TS - CRS,Blue Foods 33,140,136,2739267.4301490146
2024Q4,Consumer,TS - TTMS,Blue Foods 33,237,243,4149203.9051757157
2024Q4,Health,TS - DAAI,Nova Capital 34,567,588,15281675.687826723
2024Q4,Health,Engineering,Nova Capital 34,607,591,11793054.216869114
2024Q4,Health,BPS,Nova Capital 34,422,442,9066960.853908008
2024Q4,Health,TS - CRS,Nova Capital 34,412,436,9199165.48457073
2024Q4,Health,TS - CRS,Crown Foods 35,211,227,4241179.887586078
2024Q4,Health,BPS,Crown Foods 35,124,137,3224206.0817568596
2024Q4,Health,TS - CIS,Crown Foods 35,142,135,3876537.5776844434
2024Q4,Consumer,TS - EA,Cobalt Health 36,310,310,8273890.68407956
2024Q4,Consumer,BPS,Cobalt Health 36,109,109,1539890.497089441
2024Q4,Consumer,WC - Consulting,Cobalt Health 36,91,90,2142721.5088902847
2024Q4,Communications,BPS,Matrix Mobility 37,253,243,5241509.216979189
2024Q4,Communications,TS - ICD,Matrix Mobility 37,390,355,7899422.523543393
2024Q4,Communications,TS - DAAI,Matrix Mobility 37,171,172,5864350.633665578
2024Q4,Communications,Engineering,Matrix Mobility 37,99,94,2029597.236528491
2024Q4,Health,WC - Consulting,Orion Telecom 38,183,184,4738998.65179944
2024Q4,Health,TS - DAAI,Orion Telecom 38,197,188,4895222.338452054
2024Q4,Health,TS - CIS,Orion Telecom 38,170,159,4242856.3688611
2024Q4,Health,TS - EA,Orion Telecom 38,137,139,3054002.41100394
2024Q4,Consumer,TS - CRS,Falcon Telecom 39,214,216,4822807.143616419
2024Q4,Consumer,TS - CIS,Falcon Telecom 39,230,238,5137073.348930571
2024Q4,Tech - New Age,Engineering,Lumina Holdings 40,119,135,2543998.3622447583
2024Q4,Tech - New Age,TS - CRS,Lumina Holdings 40,207,210,5631245.845738281
2024Q4,Tech - New Age,TS - TTMS,Lumina Holdings 40,279,287,7364550.024066364
2024Q4,Tech - New Age,BPS,Lumina Holdings 40,173,162,3024394.923987655
2024Q4,Health,TS - DAAI,Vertex Mobility 41,188,173,4904202.48355259
2024Q4,Health,Engineering,Vertex Mobility 41,154,169,5132691.183855309
2024Q4,Tech - Software and Gaming,BPS,Willow Retail 42,543,513,11064956.695460739
2024Q4,Tech - Software and Gaming,TS - ICD,Willow Retail 42,308,289,6299424.362256885
2024Q4,Tech - New Age,TS - CIS,Titan Labs 43,595,594,15243396.733700737
2024Q4,Tech - New Age,TS - CRS,Titan Labs 43,462,459,14729260.70347162
2024Q4,Tech - New Age,Engineering,Titan Labs 43,1268,1199,23857415.08840762
2024Q4,Consumer,TS - CIS,River Foods 44,155,152,4673937.59683383
2024Q4,Consumer,TS - ICD,River Foods 44,278,299,5085220.5079872245
2024Q4,Tech - Software and Gaming,TS - TTMS,Falcon Gaming 45,110,105,2432074.3003929215
2024Q4,Tech - Software and Gaming,TS - CRS,Falcon Gaming 45,219,201,6361426.353842663
2024Q4,Tech - Software and Gaming,Engineering,Falcon Gaming 45,217,229,5754599.76784447
2024Q4,Tech - Software and Gaming,WC - Consulting,Falcon Gaming 45,159,164,4172978.141549944
2025Q1,Tech - New Age,TS - EA,Umbra Health 01,164,158,3108724.5290414854
2025Q1,Tech - New Age,TS - DAAI,Umbra Health 01,343,378,8138856.287792269
2025Q1,Tech - New Age,WC - Consulting,Umbra Health 01,205,208,5311100.503478887
2025Q1,Health,TS - CIS,Apex Mobility 02,209,219,5364227.891979589
2025Q1,Health,TS - CRS,Apex Mobility 02,262,264,5626195.572669888
2025Q1,Health,Engineering,Apex Mobility 02,157,151,3844435.1278446843
2025Q1,Health,WC - Consulting,Apex Mobility 02,152,152,4063246.1491593407
2025Q1,Tech - Software and Gaming,Engineering,Horizon Foods 03,151,164,2640986.012300083
2025Q1,Tech - Software and Gaming,TS - EA,Horizon Foods 03,194,200,6296708.717256065
2025Q1,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,101,91,1696616.2150317456
2025Q1,Tech - New Age,TS - CIS,Ever Health 04,784,774,17276696.831014916
2025Q1,Tech - New Age,WC - Consulting,Ever Health 04,529,586,14050552.142409656
2025Q1,Tech - New Age,TS - EA,Ever Health 04,766,756,25863182.371089086
2025Q1,Tech - New Age,TS - TTMS,Ever Health 04,232,207,4832489.644180616
2025Q1,Communications,TS - TTMS,Vertex Consulting 05,105,117,1713079.379097144
2025Q1,Communications,TS - ICD,Vertex Consulting 05,94,98,1725862.438780773
2025Q1,Tech - Software and Gaming,TS - ICD,Crown Software 06,370,368,8574888.368916344
2025Q1,Tech - Software and Gaming,TS - DAAI,Crown Software 06,657,642,18547651.1957201
2025Q1,Tech - Software and Gaming,TS - CIS,Crown Software 06,521,555,13262077.63367237
2025Q1,Tech - Software and Gaming,TS - EA,Crown Software 06,549,531,15161473.888423529
2025Q1,Tech - New Age,TS - EA,Blue Systems 07,171,183,4768405.564226287
2025Q1,Tech - New Age,Engineering,Blue Systems 07,209,216,4597967.5132120885
2025Q1,Tech - New Age,TS - CRS,Blue Systems 07,117,119,2016406.9471153838
2025Q1,Tech - New Age,TS - CIS,Blue Systems 07,248,250,4910889.220331058
2025Q1,Tech - New Age,TS - DAAI,Crown Holdings 08,267,264,7328525.828978726
2025Q1,Tech - New Age,WC - Consulting,Crown Holdings 08,216,230,4958246.328358712
2025Q1,Communications,Engineering,Horizon Aerospace 09,211,200,5924400.276450301
2025Q1,Communications,WC - Consulting,Horizon Aerospace 09,193,174,6487216.682053159
2025Q1,Health,TS - EA,Titan Systems 10,396,411,9537602.21647053
2025Q1,Health,Engineering,Titan Systems 10,176,183,2713849.9895337685
2025Q1,Health,TS - CRS,Titan Systems 10,126,130,2812824.2706354912
2025Q1,Health,TS - CIS,River Holdings 11,132,135,4186562.3961843303
2025Q1,Health,WC - Consulting,River Holdings 11,130,127,3288919.046090735
2025Q1,Health,TS - EA,River Holdings 11,139,146,2208581.04073989
2025Q1,Tech - Software and Gaming,TS - CRS,Willow Consulting 12,110,110,3360034.9956841078
2025Q1,Tech - Software and Gaming,TS - ICD,Willow Consulting 12,143,139,3425525.4432724495
2025Q1,Tech - New Age,WC - Consulting,Nimbus Foods 13,245,240,6771608.664154728
2025Q1,Tech - New Age,TS - EA,Nimbus Foods 13,215,241,4889985.482891227
2025Q1,Tech - New Age,TS - DAAI,Nimbus Foods 13,150,134,4492848.112011259
2025Q1,Tech - New Age,TS - TTMS,Nimbus Foods 13,207,213,4655466.104632194
2025Q1,Tech - Software and Gaming,TS - DAAI,Orion Mobility 14,282,254,7878467.283508631
2025Q1,Tech - Software and Gaming,TS - CIS,Orion Mobility 14,138,137,5469082.734127769
2025Q1,Health,BPS,Stratus Systems 15,98,95,2456424.6199749373
2025Q1,Health,WC - Consulting,Stratus Systems 15,238,208,4888608.7088183705
2025Q1,Health,TS - CRS,Stratus Systems 15,208,213,4348505.604873942
2025Q1,Consumer,BPS,Nova Labs 16,84,82,1906471.290247395
2025Q1,Consumer,Engineering,Nova Labs 16,183,160,5175055.396807614
2025Q1,Health - UHG,TS - EA,Willow Software 17,227,238,4717762.811622449
2025Q1,Health - UHG,TS - CRS,Willow Software 17,147,160,3298608.6829020176
2025Q1,Communications,TS - CIS,Keystone Mobility 18,183,199,5044782.998563304
2025Q1,Communications,BPS,Keystone Mobility 18,87,89,2362946.935764416
2025Q1,Communications,TS - EA,Keystone Mobility 18,347,348,6547085.04618306
2025Q1,Communications,TS - CRS,Keystone Mobility 18,234,253,5439111.751371117
2025Q1,Tech - Software and Gaming,TS - ICD,Ever Holdings 19,526,579,9795724.0272455
2025Q1,Tech - Software and Gaming,TS - CRS,Ever Holdings 19,577,616,12826124.128494747
2025Q1,Tech - Software and Gaming,Engineering,Ever Holdings 19,259,244,5338854.987503971
2025Q1,Tech - Software and Gaming,WC - Consulting,Ever Holdings 19,420,425,7211082.433106377
2025Q1,Health - UHG,WC - Consulting,Nova Energy 20,167,171,4324036.365626744
2025Q1,Health - UHG,TS - EA,Nova Energy 20,121,108,3348084.551229108
2025Q1,Tech - New Age,TS - TTMS,Delta Retail 21,209,215,3831407.78168985
2025Q1,Tech - New Age,TS - CIS,Delta Retail 21,391,444,11063476.715533318
2025Q1,Consumer,TS - EA,Matrix Health 22,125,130,3052850.221993136
2025Q1,Consumer,TS - CIS,Matrix Health 22,135,147,3718022.964968935
2025Q1,Consumer,TS - ICD,Matrix Health 22,188,190,3950432.6828554277
2025Q1,Tech - Software and Gaming,TS - CRS,Lumina Telecom 23,280,279,7564498.042953461
2025Q1,Tech - Software and Gaming,TS - CIS,Lumina Telecom 23,124,127,2789209.0907826056
2025Q1,Tech - Software and Gaming,TS - TTMS,Titan Mobility 24,184,175,4296088.145096466
2025Q1,Tech - Software and Gaming,TS - CRS,Titan Mobility 24,395,372,7248744.402564644
2025Q1,Tech - New Age,TS - TTMS,Stratus Networks 25,276,297,6209018.749706212
2025Q1,Tech - New Age,TS - DAAI,Stratus Networks 25,408,442,11816326.143142689
2025Q1,Consumer,TS - TTMS,Zenith Gaming 26,466,438,8502431.488114981
2025Q1,Consumer,TS - CIS,Zenith Gaming 26,510,540,11636490.02983049
2025Q1,Consumer,BPS,Zenith Gaming 26,591,588,15929150.067428447
2025Q1,Consumer,TS - ICD,Zenith Gaming 26,559,570,11712650.856462715
2025Q1,Health,TS - CIS,River Health 27,101,104,2361574.647789875
2025Q1,Health,TS - ICD,River Health 27,186,197,5071450.480080351
2025Q1,Health,BPS,River Health 27,115,116,2607222.015720187
2025Q1,Communications,TS - ICD,Synergy Logistics 28,261,283,5475265.2632364305
2025Q1,Communications,TS - EA,Synergy Logistics 28,165,168,2587564.252975679
2025Q1,Communications,TS - CRS,Synergy Logistics 28,131,136,3278009.251285461
2025Q1,Communications,TS - DAAI,Synergy Logistics 28,214,203,4746134.758492239
2025Q1,Communications,TS - EA,Crown Consulting 29,672,759,23935469.069468398
2025Q1,Communications,TS - CIS,Crown Consulting 29,605,622,15781909.537457613
2025Q1,Communications,Engineering,Crown Consulting 29,296,309,9129470.653244356
2025Q1,Tech - New Age,BPS,Jade Telecom 30,173,156,2822415.590470255
2025Q1,Tech - New Age,TS - CRS,Jade Telecom 30,109,104,2089851.0936580303
2025Q1,Tech - New Age,TS - ICD,Jade Telecom 30,170,183,3950038.0374034056
2025Q1,Tech - New Age,WC - Consulting,Summit Holdings 31,114,116,3095278.0125644235
2025Q1,Tech - New Age,TS - DAAI,Summit Holdings 31,233,206,5929888.164903587
2025Q1,Tech - Software and Gaming,TS - TTMS,Willow Retail 32,133,141,2457848.8607692304
2025Q1,Tech - Software and Gaming,WC - Consulting,Willow Retail 32,135,131,4943348.064285515
2025Q1,Consumer,TS - CIS,Blue Foods 33,231,251,5985228.100886542
2025Q1,Consumer,BPS,Blue Foods 33,152,151,3414884.364378159
2025Q1,Consumer,TS - CRS,Blue Foods 33,134,136,3467873.77591735
2025Q1,Consumer,TS - TTMS,Blue Foods 33,271,290,6665626.917736793
2025Q1,Health,TS - DAAI,Nova Capital 34,596,564,14587550.136892093
2025Q1,Health,Engineering,Nova Capital 34,560,527,10536002.877135294
2025Q1,Health,BPS,Nova Capital 34,511,505,9154509.626420321
2025Q1,Health,TS - CRS,Nova Capital 34,373,392,11048689.606267968
2025Q1,Health,TS - CRS,Crown Foods 35,207,190,3877253.8373838663
2025Q1,Health,BPS,Crown Foods 35,127,114,2157954.231087528
2025Q1,Health,TS - CIS,Crown Foods 35,153,161,3214874.925625458
2025Q1,Consumer,TS - EA,Cobalt Health 36,350,337,9269012.654394057
2025Q1,Consumer,BPS,Cobalt Health 36,94,92,2086864.8680160802
2025Q1,Consumer,WC - Consulting,Cobalt Health 36,87,77,2418084.2370278505
2025Q1,Communications,BPS,Matrix Mobility 37,254,244,5168732.787004926
2025Q1,Communications,TS - ICD,Matrix Mobility 37,402,402,8499054.136974214
2025Q1,Communications,TS - DAAI,Matrix Mobility 37,178,188,4890962.158987983
2025Q1,Communications,Engineering,Matrix Mobility 37,96,92,1888036.5756936178
2025Q1,Health,WC - Consulting,Orion Telecom 38,192,211,3306491.8186089927
2025Q1,Health,TS - DAAI,Orion Telecom 38,209,200,5072089.605982741
2025Q1,Health,TS - CIS,Orion Telecom 38,168,161,4031991.5119482134
2025Q1,Health,TS - EA,Orion Telecom 38,137,150,3739640.426015112
2025Q1,Consumer,TS - CRS,Falcon Telecom 39,200,203,5898887.900370413
2025Q1,Consumer,TS - CIS,Falcon Telecom 39,229,221,6249341.437429398
2025Q1,Tech - New Age,Engineering,Lumina Holdings 40,104,103,2268831.4019898153
2025Q1,Tech - New Age,TS - CRS,Lumina Holdings 40,240,259,4608028.650235123
2025Q1,Tech - New Age,TS - TTMS,Lumina Holdings 40,384,418,7085448.057275519
2025Q1,Tech - New Age,BPS,Lumina Holdings 40,152,145,4157284.5616170056
2025Q1,Health,TS - DAAI,Vertex Mobility 41,152,152,6060239.916977988
2025Q1,Health,Engineering,Vertex Mobility 41,170,171,4998467.4743704125
2025Q1,Tech - Software and Gaming,BPS,Willow Retail 42,633,596,10034842.377161164
2025Q1,Tech - Software and Gaming,TS - ICD,Willow Retail 42,303,302,5360494.232484381
2025Q1,Tech - New Age,TS - CIS,Titan Labs 43,621,621,15671634.49132074
2025Q1,Tech - New Age,TS - CRS,Titan Labs 43,521,557,8982894.151835224
2025Q1,Tech - New Age,Engineering,Titan Labs 43,1184,1270,26113601.90789221
2025Q1,Consumer,TS - CIS,River Foods 44,185,181,3797640.4145363225
2025Q1,Consumer,TS - ICD,River Foods 44,319,315,7959165.456794913
2025Q1,Tech - Software and Gaming,TS - TTMS,Falcon Gaming 45,121,126,2070980.605021913
2025Q1,Tech - Software and Gaming,TS - CRS,Falcon Gaming 45,218,210,3232242.0303528504
2025Q1,Tech - Software and Gaming,Engineering,Falcon Gaming 45,224,232,5351833.352137891
2025Q1,Tech - Software and Gaming,WC - Consulting,Falcon Gaming 45,144,143,3398235.055485951
2025Q2,Tech - New Age,TS - EA,Umbra Health 01,197,197,3451960.1138777374
2025Q2,Tech - New Age,TS - DAAI,Umbra Health 01,360,334,11431036.123903492
2025Q2,Tech - New Age,WC - Consulting,Umbra Health 01,202,209,5288166.87284203
2025Q2,Health,TS - CIS,Apex Mobility 02,204,198,5823403.59505072
2025Q2,Health,TS - CRS,Apex Mobility 02,275,306,6152173.778360059
2025Q2,Health,Engineering,Apex Mobility 02,184,184,4112024.9432862084
2025Q2,Health,WC - Consulting,Apex Mobility 02,136,118,5315048.612975762
2025Q2,Tech - Software and Gaming,Engineering,Horizon Foods 03,165,169,3256537.7027743757
2025Q2,Tech - Software and Gaming,TS - EA,Horizon Foods 03,242,270,4100943.7135389145
2025Q2,Tech - Software and Gaming,TS - ICD,Horizon Foods 03,99,108,2484128.916854739
2025Q2,Tech - New Age,TS - CIS,Ever Health 04,724,804,14679736.156641876
2025Q2,Tech - New Age,WC - Consulting,Ever Health 04,531,499,13646504.615617398
2025Q2,Tech - New Age,TS - EA,Ever Health 04,905,955,20351912.49137171
2025Q2,Tech - New Age,TS - TTMS,Ever Health 04,210,201,4682713.265569171
